PM2.5,PM10,NO2,SO2,CO,Temperature,Humidity,AQI
400.86,486.32,126.02,98.14,2.98,36.88,37.68,417.54
169.73,243.36,165.73,62.97,7.89,11.42,88.12,222.85
407.41,600.0,156.69,41.62,0.31,14.3,43.21,499.17
40.06,51.0,55.41,16.65,9.67,17.11,93.23,110.21
447.41,600.0,188.18,98.62,5.27,24.07,41.09,500.0
273.8,428.93,24.87,82.08,3.03,39.6,91.51,328.11
408.65,496.05,175.03,28.15,3.63,22.12,24.02,423.33
226.16,338.23,194.19,7.01,0.66,32.91,73.2,282.61
321.79,527.78,35.43,5.66,9.89,34.83,59.91,423.18
263.2,381.44,144.41,12.04,0.39,30.52,55.84,312.8
365.79,405.47,8.06,58.08,6.55,22.5,36.76,390.13
40.81,45.15,81.08,92.88,4.43,30.2,72.92,114.73
30.18,40.74,103.26,49.67,9.49,21.98,34.31,99.31
123.55,216.01,116.13,84.29,2.46,12.94,61.46,186.9
79.77,100.52,187.19,44.59,5.32,44.75,38.99,164.58
435.89,600.0,134.45,70.86,4.82,14.45,91.67,497.09
109.61,137.61,96.26,73.19,7.03,12.53,22.15,177.45
487.93,600.0,161.94,17.4,0.68,40.75,34.98,500.0
168.45,285.29,190.11,36.12,1.94,20.56,38.17,215.99
91.06,146.62,4.41,63.73,2.15,32.76,51.06,172.77
394.85,460.7,196.5,7.07,7.38,21.52,37.45,418.17
329.35,461.13,17.23,36.15,1.89,23.7,56.85,357.38
249.1,279.09,162.88,53.48,5.73,19.17,85.43,302.46
277.68,398.92,56.07,99.62,2.15,22.01,73.4,321.0
359.6,562.31,26.44,47.45,8.62,24.37,63.5,459.64
114.23,135.13,87.97,81.61,9.42,35.21,26.68,180.84
498.17,600.0,128.79,43.21,5.18,27.9,72.05,500.0
487.4,600.0,76.19,79.64,3.52,43.02,32.48,499.7
325.16,566.98,10.91,59.54,2.34,11.47,78.98,458.63
99.77,179.12,119.89,88.66,0.5,27.61,38.75,172.0
340.11,384.82,180.48,41.09,2.69,30.45,51.28,374.44
36.1,58.94,76.64,60.43,6.54,42.21,46.29,107.22
15.33,20.85,43.27,63.0,5.34,11.72,84.41,83.45
128.84,177.12,88.52,41.74,9.44,30.07,29.49,190.15
231.31,376.57,9.67,14.43,3.96,39.88,62.42,282.94
434.14,600.0,164.1,9.36,6.94,18.47,30.65,497.99
363.58,600.0,165.27,1.67,4.89,40.67,72.86,500.0
371.35,558.51,117.6,87.35,5.13,10.67,87.88,454.91
212.75,287.2,70.62,23.65,2.68,35.64,52.6,266.77
172.97,285.62,159.96,21.15,4.55,42.66,56.61,223.51
185.52,236.67,110.94,73.6,4.71,33.0,89.56,239.16
493.82,600.0,165.19,32.0,7.07,25.37,59.07,500.0
20.05,27.09,126.29,50.6,9.41,11.57,56.57,110.43
433.52,600.0,156.88,16.25,3.29,42.2,63.37,500.0
289.34,366.96,119.71,95.97,0.42,26.46,71.69,339.47
219.31,270.65,82.83,85.16,4.96,11.01,28.02,269.9
362.63,600.0,191.59,86.38,5.44,34.14,81.58,500.0
243.33,285.01,108.22,40.68,1.68,26.86,52.66,292.8
436.71,600.0,121.02,76.24,7.6,14.35,25.43,494.22
450.35,565.01,44.1,14.39,9.85,17.5,78.96,462.0
210.86,237.69,125.13,0.86,9.46,12.26,48.27,255.22
138.41,155.75,114.32,2.0,1.97,30.1,27.53,192.14
296.18,362.12,36.97,58.66,8.75,31.77,67.53,343.94
456.18,600.0,11.92,45.54,7.04,27.7,86.01,500.0
105.33,136.69,120.87,51.8,4.54,38.6,86.58,181.83
311.48,549.87,152.74,0.75,5.41,40.14,91.82,445.19
315.78,475.92,104.68,42.27,8.5,31.55,85.08,364.33
366.56,515.24,45.35,71.81,4.8,10.45,20.16,399.11
65.78,99.07,133.3,44.27,3.73,34.33,48.52,157.72
357.91,523.16,16.02,73.22,4.93,24.63,81.39,415.16
454.52,600.0,88.37,23.3,5.79,29.79,47.47,499.73
89.84,116.59,32.67,81.31,1.89,32.72,65.12,172.66
118.77,160.0,36.89,58.84,9.01,22.26,65.47,184.73
485.7,600.0,40.46,21.08,6.74,42.1,47.38,500.0
90.49,159.49,77.34,23.67,6.33,14.69,87.84,171.84
427.19,600.0,10.23,62.8,0.99,33.5,57.74,500.0
246.14,343.02,79.56,82.99,6.04,10.15,54.86,295.73
123.62,203.5,102.34,41.56,1.21,42.36,94.81,193.74
435.37,600.0,96.66,25.83,0.79,13.94,57.01,500.0
222.65,322.46,76.56,86.7,5.27,13.32,33.38,270.14
257.41,320.03,167.83,66.93,4.03,21.66,58.48,310.12
179.62,271.9,29.07,44.81,5.89,23.07,81.05,234.19
296.48,364.75,101.14,48.79,0.89,17.5,78.26,334.77
81.76,108.91,12.41,20.43,4.31,30.48,79.14,171.56
195.54,332.13,14.23,62.68,1.75,25.5,73.1,248.36
484.71,600.0,114.77,35.87,9.87,11.2,39.07,496.71
129.07,148.4,113.2,99.56,5.61,21.19,84.66,192.58
328.37,377.07,175.61,48.02,6.87,38.37,87.01,367.95
162.6,285.93,111.57,48.59,3.25,34.14,34.56,213.38
386.74,562.64,191.96,56.59,0.95,35.37,29.78,455.57
65.44,90.73,9.74,91.68,9.76,34.43,93.17,165.05
484.91,600.0,19.6,80.08,2.86,20.88,85.12,500.0
226.89,382.34,8.81,45.11,4.24,13.49,86.99,277.72
118.03,157.27,37.06,71.87,6.5,19.54,86.48,183.8
36.75,58.27,108.25,58.62,0.25,39.11,60.63,107.93
84.88,139.18,129.11,49.24,8.1,44.32,68.48,171.38
259.89,404.97,9.12,19.23,5.37,27.28,60.9,310.89
168.5,203.23,189.19,46.39,2.78,10.34,23.84,211.46
414.44,600.0,168.43,24.58,0.62,14.9,75.91,497.07
215.44,318.29,59.32,91.48,1.62,21.27,57.9,267.15
124.36,161.38,15.44,33.54,8.95,30.25,68.58,192.91
308.57,431.28,33.98,95.23,6.86,12.63,57.7,343.67
353.39,398.02,25.39,53.31,2.5,43.02,56.89,390.43
83.52,99.35,24.66,63.15,0.66,22.78,32.88,164.13
83.81,137.1,103.71,54.29,6.91,41.94,40.9,167.23
18.34,20.17,49.17,12.94,5.72,37.32,31.91,63.16
368.2,512.39,71.63,37.58,4.05,36.44,34.67,397.09
331.9,486.49,197.9,9.91,3.64,31.24,92.97,378.62
237.32,270.12,136.86,62.3,2.17,31.94,31.48,284.28
422.09,600.0,189.8,44.69,6.7,32.33,40.2,498.17
402.84,506.88,28.51,77.8,9.71,32.01,64.29,427.46
292.68,384.27,76.43,22.05,1.76,29.38,65.76,332.17
434.14,569.92,110.95,16.46,5.97,44.52,31.55,463.06
102.92,129.81,15.35,40.63,4.24,35.63,79.53,179.99
55.96,61.61,0.84,92.66,4.47,37.19,78.89,156.69
134.87,217.22,134.09,71.04,2.54,40.54,37.8,194.31
28.54,50.72,128.36,41.89,8.25,17.55,41.65,103.47
265.58,333.84,82.16,51.73,4.85,12.93,90.35,321.58
468.3,600.0,97.93,8.42,5.43,26.9,81.93,500.0
19.67,31.86,83.09,98.46,3.05,27.99,72.33,113.2
61.05,103.42,4.8,66.64,1.82,39.02,26.17,151.6
226.1,315.6,67.07,28.54,0.86,25.53,51.37,276.45
466.94,600.0,35.42,58.58,7.14,29.98,61.95,500.0
158.08,209.88,19.68,10.95,1.96,28.45,34.06,210.44
253.62,405.49,191.34,96.58,6.9,11.34,53.62,298.08
20.79,34.75,119.87,17.48,3.9,31.53,65.08,106.44
74.17,91.02,145.73,64.8,4.16,38.98,44.55,163.31
493.32,600.0,63.07,24.55,4.69,15.51,78.57,500.0
482.56,600.0,78.63,71.76,3.68,30.8,83.03,500.0
2.47,4.11,47.38,77.68,1.01,30.78,44.27,103.41
475.91,600.0,19.39,67.34,3.1,15.75,82.9,499.88
319.56,520.24,35.81,61.45,6.64,14.32,27.77,409.37
433.96,596.8,159.5,89.25,6.66,44.3,82.83,500.0
227.37,344.11,135.51,7.86,2.86,23.78,31.46,271.78
257.8,402.86,109.39,33.09,4.6,17.96,26.22,300.7
244.42,282.29,95.02,24.83,1.93,16.0,68.13,291.92
333.43,493.86,184.49,98.8,2.1,33.37,55.4,382.8
69.83,111.48,14.55,38.94,0.23,31.33,88.09,159.94
14.99,18.24,56.12,73.26,8.97,32.52,47.24,97.84
153.96,253.49,69.99,68.47,2.11,13.08,41.54,202.94
352.34,531.56,156.49,21.21,2.28,41.27,57.56,425.2
100.93,178.29,198.5,23.9,2.8,23.62,54.2,175.32
336.72,380.39,48.13,28.13,1.27,20.97,45.83,366.08
484.96,600.0,174.86,41.11,6.39,26.18,72.03,500.0
46.95,71.42,166.12,23.43,0.75,23.65,76.97,130.16
336.3,439.74,44.93,1.97,1.34,40.23,83.97,374.3
221.88,355.02,79.87,87.94,6.45,42.52,92.96,279.25
434.07,600.0,81.93,96.56,3.4,20.62,40.0,498.6
88.57,103.79,195.64,34.16,7.08,40.24,73.71,172.79
346.31,505.51,36.18,33.85,5.57,37.35,49.57,392.49
419.06,600.0,159.83,0.71,2.56,42.58,70.78,500.0
472.31,600.0,66.84,68.03,6.51,18.6,55.7,499.62
341.62,598.88,146.17,82.54,1.16,30.19,94.53,500.0
248.59,417.44,84.0,14.66,5.36,19.61,74.67,298.71
308.92,490.59,115.67,15.97,4.37,38.84,91.44,382.77
434.45,600.0,166.52,79.01,2.68,10.19,82.62,497.85
285.3,406.05,160.83,61.63,6.04,29.77,87.72,336.14
15.19,26.51,173.28,4.49,8.71,21.87,81.08,120.49
465.47,600.0,11.92,62.25,9.99,21.29,54.44,496.77
344.76,555.17,138.41,30.89,6.08,32.57,38.88,452.44
338.26,576.11,28.0,36.87,4.05,39.8,47.77,474.48
107.84,139.31,83.16,76.97,2.25,31.32,21.52,177.17
329.44,548.51,109.72,81.09,2.57,39.86,59.3,443.36
196.93,243.54,80.55,40.04,4.79,19.26,57.88,249.25
325.62,436.89,103.92,94.72,3.67,28.18,59.39,363.34
53.3,71.15,199.31,40.65,9.14,25.77,93.05,147.21
328.92,587.12,27.04,77.18,3.68,10.41,88.36,484.08
499.71,600.0,135.09,48.39,3.73,29.49,32.13,495.24
24.11,38.35,79.2,89.75,3.84,33.15,47.67,108.64
488.59,600.0,26.6,90.78,8.37,30.72,51.8,500.0
203.45,303.85,31.75,8.74,6.51,35.77,47.04,256.42
435.38,600.0,189.85,93.65,6.14,30.0,79.89,500.0
391.19,566.2,175.92,82.55,3.34,12.34,59.3,457.71
283.51,387.37,181.41,79.13,8.18,14.08,62.91,325.27
369.22,448.28,198.31,20.09,0.38,30.88,83.98,402.85
439.26,600.0,41.66,80.51,8.71,19.62,80.44,500.0
202.07,326.16,71.09,85.01,5.13,12.79,29.92,248.62
163.52,223.86,133.84,28.92,3.98,25.04,73.54,213.57
333.8,373.06,96.76,95.23,4.97,29.4,52.66,369.2
403.92,600.0,83.68,4.99,6.67,21.51,42.1,497.54
381.14,422.3,71.56,14.99,0.13,35.22,23.75,406.72
398.91,600.0,118.76,53.76,8.72,32.53,56.54,500.0
217.79,387.49,115.12,57.58,4.47,21.65,46.66,265.61
408.92,575.09,32.29,64.52,3.43,36.42,38.86,471.95
60.1,76.0,94.35,1.7,1.38,32.7,72.1,155.37
272.24,433.8,110.69,96.04,4.39,32.31,77.71,318.66
2.88,4.81,114.06,4.46,4.96,29.37,38.36,100.82
162.29,240.6,42.02,14.31,4.04,10.4,23.71,208.36
183.23,325.59,148.45,1.4,6.79,34.38,83.66,239.02
198.09,225.06,5.04,56.69,4.21,23.16,20.75,245.33
347.73,505.38,70.97,93.23,9.61,42.99,90.28,398.38
194.28,311.41,156.04,66.59,5.99,38.63,67.07,250.47
224.35,382.25,112.78,82.27,8.07,30.57,44.14,274.59
118.77,145.55,52.23,1.33,1.09,18.83,38.49,183.35
186.63,309.8,138.99,54.2,3.97,17.13,20.68,228.25
113.63,168.96,113.48,45.96,3.37,21.91,37.66,169.51
36.6,50.42,159.25,49.9,5.69,26.68,30.33,111.01
301.72,359.72,147.01,7.22,8.61,20.36,65.91,339.19
334.11,569.89,122.02,68.44,0.78,28.02,32.49,463.93
309.75,374.82,97.64,50.32,0.73,15.79,59.65,347.08
231.75,305.18,26.64,76.51,8.5,44.22,64.26,289.79
189.89,247.44,52.27,48.53,2.13,13.78,42.35,238.59
431.67,600.0,83.82,14.94,6.69,42.62,22.63,500.0
